Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
1,20,1,46,1,0,0,24524,160,197,0
1,65,1,28,0,1,1,43767,124,224,0
1,42,1,50,0,1,1,2630,26,29,0
0,20,1,41,0,0,1,38769,160,283,0
0,24,1,15,1,0,0,30794,152,148,0
0,44,1,28,0,1,1,26483,26,171,0
1,46,1,41,1,1,0,37867,26,218,0
1,24,1,3,0,0,0,28950,160,130,0
1,51,1,28,0,1,1,19079,26,21,1
0,37,1,48,0,1,1,2630,26,59,0
1,41,1,28,0,1,1,30437,124,252,1
1,43,1,19,1,1,0,26582,124,135,0
1,42,1,31,1,1,0,2630,26,23,0
0,24,1,28,0,0,1,63019,152,196,0
0,27,1,50,1,0,0,43633,152,226,0
1,45,1,28,1,1,0,28693,999,222,0
1,47,1,28,0,1,1,40219,999,296,1
0,56,1,8,1,1,0,46327,26,225,0
1,54,1,32,0,1,1,33680,124,144,1
1,73,1,28,0,1,1,35625,26,89,0
0,22,1,15,1,0,0,24206,152,130,0
0,51,1,23,0,1,1,30642,26,155,0
1,62,1,35,0,1,1,34047,124,105,0
1,52,1,28,1,1,0,36887,26,62,0
0,24,1,28,0,0,1,45692,124,94,1
1,75,1,28,0,1,1,41014,156,239,0
1,38,1,48,1,1,0,2630,999,209,0
1,66,1,28,1,1,0,65922,122,140,0
1,41,1,46,0,1,1,2630,999,192,1
0,22,1,41,1,0,0,43066,152,66,0
0,29,1,36,1,0,0,34407,152,189,0
1,26,1,8,1,0,0,38609,160,90,0
0,25,1,15,0,0,1,2630,152,164,0
1,48,1,8,0,1,1,37201,999,116,0
0,25,1,14,1,0,0,34307,152,33,0
0,52,1,41,0,1,1,2630,157,41,0
0,26,1,28,1,0,0,48220,152,137,0
1,38,1,28,1,1,0,43672,124,33,0
0,22,1,8,1,0,0,52920,152,272,0
0,25,1,36,0,0,1,28725,152,197,1
0,20,1,36,0,0,1,40470,160,211,0
0,43,1,8,0,1,0,38416,124,107,0
1,37,1,32,0,1,1,26937,124,97,1
0,34,1,47,1,1,0,2630,152,202,0
1,48,1,3,0,1,1,2630,157,75,0
0,43,1,41,0,1,1,55532,26,94,0
0,71,1,8,1,1,0,33889,154,30,0
1,37,1,39,0,1,1,2630,124,155,0
1,31,1,38,0,0,1,27392,124,38,1
1,38,1,28,0,1,1,38400,26,86,1
1,25,1,28,0,0,0,41240,152,257,0
0,24,1,8,0,0,1,50595,152,37,0
0,45,1,6,1,1,0,25906,152,16,0
1,44,1,36,0,1,1,2630,26,54,0
1,42,1,11,0,1,1,29168,999,41,0
1,63,1,28,1,1,0,39935,26,49,0
1,44,1,37,0,1,1,34662,26,103,0
0,22,1,2,1,0,0,24169,152,71,0
1,55,1,3,0,1,1,23167,26,57,0
1,54,1,38,1,1,0,2630,26,101,0
1,41,1,39,0,1,1,64743,124,225,0
1,24,1,36,1,0,0,64228,152,217,0
1,24,1,50,1,0,0,34762,152,174,0
0,23,1,46,0,0,1,2630,156,247,0
0,70,1,28,0,1,1,33289,26,33,0
1,32,1,45,0,0,1,27334,154,150,1
0,39,1,50,1,1,0,28240,152,43,0
0,43,1,28,0,1,1,30134,26,43,0
1,52,1,48,1,1,0,2630,999,200,0
0,41,1,51,1,1,0,2630,124,19,0
0,25,1,28,1,0,0,72963,152,269,0
0,79,1,33,1,1,0,40862,26,148,0
1,62,1,29,0,1,1,2630,26,102,0
1,45,1,20,1,1,0,2630,157,237,0
0,67,1,28,0,2,1,37596,26,234,1
0,22,1,43,1,0,0,42454,152,126,0
0,66,1,28,0,2,1,43578,124,173,0
1,28,1,38,1,1,1,2630,156,245,0
0,40,1,8,0,1,1,62132,26,13,0
0,62,1,28,0,1,1,2630,26,28,0
1,47,1,28,0,1,1,37329,124,278,0
0,28,1,21,1,0,0,22034,152,234,0
0,49,1,6,1,1,0,50084,124,271,0
0,34,1,29,0,1,1,21878,157,260,0
1,23,1,41,1,0,0,38284,152,174,0
1,54,1,28,0,1,1,40978,124,203,0
1,23,1,44,1,0,0,42401,152,152,0
1,69,1,33,0,1,1,30184,999,247,1
0,59,1,46,1,1,0,30723,26,161,0
1,48,1,12,0,1,1,2630,124,115,0
0,49,1,28,0,1,1,2630,124,120,1
0,21,1,18,1,0,0,29167,152,225,0
1,27,1,21,1,0,0,29192,152,115,0
1,78,1,15,1,1,0,31700,26,61,0
1,36,1,3,0,1,1,2630,163,98,0
1,53,1,36,1,1,0,27307,152,254,0
1,40,1,29,1,1,0,25835,124,228,0
1,59,1,19,0,1,1,26788,157,93,0
1,25,1,36,1,0,0,34091,152,237,0
1,51,1,8,0,1,0,28341,124,213,0
0,22,1,41,1,0,0,35656,152,295,0
1,41,1,28,0,1,1,34080,999,177,0
1,58,1,33,1,1,0,27585,26,47,0
1,40,1,32,1,1,0,26520,26,195,0
1,78,1,29,1,1,0,28373,26,141,0
1,67,1,28,0,1,1,51849,26,148,0
0,43,1,17,1,1,0,49874,124,239,0
1,58,1,28,0,1,1,44049,124,296,1
1,67,1,28,1,1,0,59339,124,265,0
1,48,1,28,0,1,1,38422,124,140,1
1,21,1,5,0,0,1,2630,152,94,1
1,25,1,28,0,0,1,2630,124,85,0
0,31,1,21,1,0,0,24833,152,144,0
1,54,1,0,0,1,1,2630,26,278,1
1,29,1,28,0,0,1,27864,154,39,0
1,48,1,3,0,1,1,35014,124,257,0
0,25,1,11,1,0,0,59734,152,109,0
1,61,1,28,1,1,0,49961,122,195,0
1,24,1,28,0,0,1,35817,151,32,0
0,25,1,13,1,0,0,29966,152,276,0
0,65,1,28,1,1,0,51032,124,298,0
1,37,1,28,1,1,0,45386,26,82,0
0,33,1,46,1,1,0,2630,124,213,0
0,21,1,47,0,0,1,2630,156,162,0
0,39,1,41,1,1,0,25097,152,24,0
0,56,1,8,0,1,1,2630,152,232,0
1,42,1,46,0,1,1,26915,124,151,0
1,27,1,30,1,0,0,23347,152,285,0
1,43,1,28,0,1,1,27777,124,244,0
1,49,1,48,0,1,1,2630,124,222,0
0,28,1,28,1,0,0,22152,151,193,0
1,48,1,8,0,1,1,41629,124,200,0
0,27,1,46,1,0,0,27817,152,129,0
1,59,1,38,0,1,1,26408,999,26,0
0,47,1,0,0,1,1,2630,999,253,0
1,20,1,49,0,0,1,35700,160,138,0
1,50,1,28,0,1,0,51889,26,140,0
1,74,1,28,0,1,1,49779,26,277,0
1,68,1,12,1,1,0,36135,26,120,0
0,24,1,46,0,0,0,2630,152,231,0
0,31,1,28,0,1,1,30744,124,236,0
0,55,1,28,0,1,0,51095,124,16,0
1,25,1,8,1,0,0,42967,152,256,0
1,56,1,28,0,1,1,52042,122,161,0
0,63,1,28,0,1,1,51229,26,212,1
1,39,1,28,0,1,1,49199,124,63,0
0,25,1,3,1,0,0,24640,152,210,0
1,46,1,17,1,1,0,27250,124,69,0
1,25,1,3,1,0,0,32385,152,191,0
1,49,1,37,0,1,1,40193,26,160,1
1,27,1,41,1,0,0,36565,152,161,0
0,22,1,12,0,0,1,2630,152,49,0
0,48,1,28,0,1,1,27551,122,90,0
0,22,1,2,0,0,1,34794,152,35,0
1,46,1,28,1,1,0,43522,26,58,0
1,25,1,15,1,0,0,36468,152,268,0
1,47,1,28,0,1,1,62109,26,265,1
0,76,1,28,1,1,0,32820,999,22,0
1,43,1,28,1,1,0,25166,26,30,0
1,49,1,28,1,1,1,25844,26,15,0
1,63,1,14,0,1,1,53294,999,200,1
0,25,1,9,1,0,0,24840,152,31,0
0,43,1,28,0,1,1,38780,124,84,0
0,49,1,28,0,1,1,44298,124,214,1
0,21,1,30,0,0,1,23005,152,246,0
0,35,1,28,0,1,1,27859,122,243,1
0,29,1,47,1,0,0,33566,151,149,0
0,23,1,46,0,0,1,40904,152,36,0
1,39,1,14,0,1,1,31601,124,271,0
0,23,1,18,1,0,0,28180,152,156,0
0,48,1,28,0,1,1,2630,124,145,0
0,35,1,5,0,1,1,2630,152,66,0
0,41,1,28,1,1,0,53831,26,76,0
0,51,1,28,0,1,1,30000,26,12,1
0,35,1,8,0,1,1,31312,124,123,1
0,29,1,37,1,0,0,2630,160,38,0
1,20,1,37,0,0,1,18639,160,94,0
1,21,1,3,1,0,0,29488,160,65,0
0,53,1,28,0,1,1,54371,999,178,0
1,43,1,28,1,1,0,48984,26,41,0
0,25,1,35,1,0,0,21743,152,228,0
0,21,1,8,0,0,0,39863,152,63,0
1,55,1,28,0,2,1,25512,26,132,1
0,76,1,28,0,2,0,2630,999,151,0
0,50,1,28,1,1,0,63399,124,146,0
1,25,1,10,0,0,1,20489,152,113,0
0,26,1,32,1,0,0,24456,152,270,0
1,43,1,46,0,1,1,35295,26,28,1
1,24,1,29,1,0,0,24540,152,119,0
0,47,1,28,0,1,1,40291,26,131,0
0,27,1,28,1,0,0,32039,152,16,0
0,25,1,36,1,0,0,43814,152,113,0
1,24,1,29,1,1,0,28716,124,194,0
1,23,1,43,1,0,0,24484,151,140,0
0,28,1,30,1,0,0,24889,152,164,0
0,24,1,28,1,0,0,40210,152,112,0
1,65,1,42,1,1,0,31155,26,17,0
1,54,1,41,0,1,1,55240,26,169,1
1,63,1,38,1,1,0,34172,26,214,0
0,26,1,41,0,0,1,31081,152,142,0
1,22,1,15,1,0,0,28812,152,124,0
0,24,1,28,0,0,1,52816,152,236,1
0,25,1,10,1,0,0,26353,152,72,0
1,42,1,38,0,1,1,28019,124,290,0
1,37,1,28,0,1,1,34241,124,100,0
1,53,1,8,0,1,1,49570,26,45,0
1,43,1,41,0,1,1,33239,124,274,1
1,23,1,6,1,0,0,22310,152,76,0
1,21,1,25,1,0,0,2630,152,202,0
0,40,1,28,0,1,1,25274,999,234,1
0,41,1,2,1,1,0,34283,999,66,0
1,44,1,28,0,1,1,57006,26,255,0
0,37,1,28,0,1,1,2630,26,79,1
0,43,1,11,0,1,1,42125,122,30,1
0,20,1,32,1,0,0,32456,160,83,0
1,45,1,41,0,1,1,2630,157,202,1
1,45,1,35,0,1,1,36730,26,85,0
0,46,1,35,1,1,0,23695,124,264,0
1,54,1,28,0,1,1,46642,124,129,0
1,22,1,8,1,0,0,26862,152,43,0
1,52,1,8,0,1,1,38830,26,54,0
0,28,1,15,1,0,0,32814,152,125,0
0,38,1,28,1,1,0,65215,122,178,0
1,35,1,28,0,1,1,33283,26,241,0
1,35,1,6,1,1,0,34942,152,290,0
1,63,1,28,0,2,1,42094,154,118,0
0,26,1,21,1,0,0,22700,152,160,0
0,25,1,8,1,0,0,45799,152,135,0
1,31,1,36,0,0,0,2630,152,214,0
1,47,1,28,0,1,1,48490,999,147,0
0,24,1,14,0,0,1,50756,152,189,0
0,23,1,28,1,0,0,49567,152,169,0
0,38,1,41,0,1,1,43276,999,72,1
0,27,1,28,0,0,1,64618,152,222,0
0,21,1,47,0,0,0,31593,160,135,0
1,57,1,28,1,1,0,42162,26,295,0
0,27,1,34,1,0,0,34624,152,281,0
1,47,1,29,0,1,1,37738,124,226,0
0,22,1,30,0,0,1,30742,152,238,0
1,54,1,28,1,1,0,38965,26,223,0
0,43,1,28,0,1,1,44712,124,28,0
1,27,1,41,1,0,0,32458,152,190,0
0,29,1,21,1,0,0,24015,152,135,0
1,69,1,28,1,1,0,38781,124,165,0
0,61,1,28,0,1,1,26140,26,189,0
0,31,1,46,1,0,0,2630,160,130,0
1,21,1,37,0,0,0,44472,152,151,0
1,26,1,41,1,0,0,48743,152,101,0
0,46,1,28,1,1,0,2630,999,297,0
0,22,1,13,1,0,0,25720,152,46,0
0,51,1,3,1,1,0,34775,124,264,0
0,21,1,28,0,0,1,29636,160,205,0
0,24,1,46,1,0,0,30989,152,198,0
1,24,1,46,1,0,0,26069,152,209,0
0,44,1,36,0,1,1,30924,26,50,1
1,41,1,28,0,1,1,44095,157,257,1
1,25,1,15,1,0,0,43058,152,109,0
1,37,1,29,0,1,1,28990,163,147,0
0,24,1,28,1,0,0,62844,152,266,0
0,22,1,46,1,0,0,22968,152,97,0
1,25,1,8,1,0,0,72963,152,105,0
0,25,1,28,0,0,0,38866,152,104,0
1,50,1,28,1,1,0,31045,26,260,0
0,22,1,36,1,0,0,36995,152,33,0
1,21,1,29,0,0,0,2630,156,221,0
1,48,1,48,1,1,0,2630,26,259,0
0,22,1,45,1,0,0,29422,152,232,0
0,27,1,13,1,0,0,23061,152,147,0
1,61,1,28,0,1,1,48400,26,224,0
0,28,1,11,1,0,0,28623,152,100,0
1,35,1,33,0,1,1,33320,124,227,1
1,49,1,31,0,1,1,2630,26,33,0
0,62,1,28,0,1,1,32439,999,283,0
1,21,1,50,0,0,1,38538,160,140,0
1,37,1,28,1,1,0,2630,124,218,0
0,22,1,14,0,0,1,28978,152,15,1
0,34,1,33,0,2,1,37313,156,117,0
1,35,1,28,0,1,0,57359,124,186,0
0,21,1,8,1,0,0,40664,160,21,0
1,46,1,49,0,1,1,42116,157,175,0
0,41,1,39,0,1,1,2630,124,49,0
1,22,1,3,1,0,0,28852,152,257,0
0,70,1,28,0,1,1,25505,124,205,0
0,55,1,28,0,1,1,2630,26,296,0
1,37,1,32,0,1,1,2630,160,176,0
1,58,1,0,0,1,0,2630,122,229,0
0,23,1,47,0,0,1,37094,152,247,0
0,40,1,14,0,1,1,26547,154,151,0
0,24,1,18,1,0,0,43516,152,118,0
0,56,1,33,0,2,1,35019,122,134,0
0,37,1,28,0,1,0,31550,999,31,0
1,34,1,28,1,1,0,28385,152,116,0
1,37,1,9,0,1,1,31533,124,138,1
1,41,1,8,1,1,1,39796,154,265,0
0,25,1,37,1,0,0,35163,160,270,0
0,22,1,29,0,0,1,49337,152,99,0
1,26,1,47,1,0,0,32421,152,236,0
1,20,1,28,1,0,0,26653,160,299,0
1,25,1,29,1,0,0,33198,152,128,0
1,73,1,28,0,1,1,31792,124,98,0
0,63,1,28,1,1,0,36182,122,49,0
0,70,1,47,0,2,1,2630,156,288,0
0,36,1,48,1,1,0,2630,124,223,0
0,49,1,46,1,1,0,31105,124,50,0
1,61,1,0,0,1,1,2630,999,175,0
0,37,1,41,0,1,1,29564,124,128,1
1,57,1,14,0,2,1,2630,157,66,0
0,24,1,50,1,0,0,39818,152,245,0
0,68,1,28,0,2,1,37184,124,120,0
1,39,1,28,0,1,1,44212,26,216,1
0,33,1,41,1,0,0,52718,152,279,0
1,45,1,36,1,1,0,32133,124,114,0
1,29,1,35,1,0,0,42395,163,189,0
0,23,1,11,0,0,1,22142,152,119,0
1,20,1,35,0,0,1,24807,160,245,0
1,72,1,28,1,1,0,47702,26,78,0
0,21,1,24,1,0,0,20690,152,202,0
0,23,1,14,1,0,0,40994,152,49,0
1,25,1,8,1,0,0,38732,152,251,0
1,43,1,28,0,1,1,2630,26,221,0
0,34,1,30,0,1,1,2630,124,206,0
1,35,1,28,0,1,0,61078,122,56,0
0,23,1,29,1,0,0,22067,152,241,0
1,57,1,8,0,1,1,2630,26,195,1
1,71,1,28,0,1,1,29518,26,283,0
0,26,1,5,0,0,0,37680,152,73,1
1,80,1,28,0,2,1,34042,26,16,0
1,63,1,8,1,1,0,26296,152,33,0
1,51,1,8,0,1,1,35399,26,118,0
0,26,1,2,1,0,0,2630,152,127,0
1,22,1,8,0,0,1,39424,152,251,0
0,23,1,16,0,0,1,29600,151,200,0
0,45,1,28,0,1,1,29388,26,199,0
1,22,1,27,0,0,1,2630,160,77,0
0,34,1,46,1,1,0,24567,26,43,0
0,24,1,27,0,0,1,27483,152,115,0
1,58,1,48,0,1,1,2630,124,42,0
0,28,1,20,0,0,1,2630,152,71,0
1,48,1,12,0,1,1,39503,124,264,1
1,29,1,30,1,0,0,27358,152,95,0
1,44,1,28,0,1,1,55263,26,213,1
0,28,1,3,1,0,0,36633,152,30,0
1,34,1,28,1,1,1,25618,154,83,0
0,23,1,28,0,0,1,34529,152,17,0
0,26,1,2,0,0,0,31299,152,132,0
1,52,1,28,0,2,1,32467,26,91,0
1,39,1,28,0,1,1,34987,156,255,0
1,26,1,46,1,0,0,42822,152,128,0
1,56,1,28,0,1,1,45283,999,31,1
1,46,1,11,1,1,0,2630,26,55,0
1,31,1,9,0,1,1,2630,157,263,1
1,25,1,32,1,0,0,33293,152,34,0
0,38,1,29,0,1,1,36809,124,62,1
1,37,1,3,0,1,1,24039,26,97,0
1,64,1,28,0,2,1,60525,124,80,0
1,23,1,41,1,0,0,28830,152,292,0
1,59,1,28,0,1,1,42855,26,117,0
0,23,1,37,0,0,1,26070,151,292,1
1,26,1,45,1,0,0,31100,152,235,0
0,21,1,50,1,0,0,36315,152,283,0
0,39,1,28,0,1,1,37729,124,272,1
1,25,1,8,0,0,1,39171,152,70,0
1,29,1,2,0,0,1,34396,152,127,0
0,41,1,26,0,1,1,39153,999,247,0
1,46,1,28,0,1,0,40976,26,172,0
1,74,1,28,0,2,1,2630,122,234,0
1,34,1,28,0,1,1,33127,124,120,1
0,24,1,8,1,0,0,68424,152,94,0
0,24,1,8,1,0,0,35459,152,282,0
0,53,1,28,0,1,1,56690,122,279,0
1,25,1,28,1,0,0,35592,152,268,0
0,42,1,28,0,2,1,49867,26,196,0
0,71,1,21,0,2,1,35942,154,115,0
1,46,1,48,0,1,1,2630,124,242,0
1,21,1,28,0,0,1,49197,152,242,0
1,40,1,37,0,1,1,39591,124,181,0
1,24,1,10,0,0,1,32167,152,202,0
1,47,1,23,1,1,0,25685,124,12,0
0,22,1,23,1,0,0,2630,152,105,0
1,22,1,30,0,0,1,2630,152,226,0
1,69,1,3,0,1,1,2630,26,200,0
1,78,1,46,0,1,1,32616,124,35,1
1,22,1,35,1,0,0,33144,999,245,0
1,48,1,28,0,1,1,42606,124,254,1
0,27,1,8,1,0,0,37208,152,57,0
0,40,1,28,1,1,0,31958,26,39,0
1,51,1,20,0,2,1,2630,124,280,1
0,26,1,30,1,0,0,39017,152,164,0
0,22,1,24,1,0,0,2630,152,202,0
0,61,1,28,0,1,1,26040,124,252,0
1,48,1,31,0,1,1,2630,999,54,0
0,26,1,10,1,0,0,25936,152,210,0
1,24,1,18,1,0,0,2630,152,172,0
1,46,1,28,0,1,1,2630,157,259,0
0,46,1,28,0,2,1,45826,999,241,1
0,28,1,5,1,0,0,2630,160,39,0
1,49,1,8,0,2,1,39180,26,213,1
0,23,1,16,0,0,0,25751,151,203,0
1,28,1,28,0,0,1,72963,26,188,0
1,22,1,21,1,0,0,19216,152,81,0
1,30,1,33,1,0,0,2630,152,252,0
0,23,1,50,1,0,0,28506,152,169,0
1,41,1,3,0,1,1,2630,154,27,0
1,23,1,12,1,0,0,31612,152,34,0
0,66,1,10,0,1,1,31231,124,151,0
0,45,1,29,1,1,0,31588,124,84,0
1,25,1,29,1,0,0,41894,152,190,0
0,30,1,2,1,0,0,29438,152,120,0
0,43,1,28,0,1,1,30651,26,244,1
0,25,1,3,1,0,0,38361,154,259,0
1,35,1,8,0,2,1,40700,26,117,0
1,51,1,13,1,1,1,32645,124,240,0
0,22,1,33,1,0,0,23811,152,220,0
1,78,1,48,1,1,0,2630,999,160,0
0,22,1,46,1,0,0,46626,152,15,0
1,48,1,28,0,2,1,38710,124,66,0
0,80,1,46,0,1,1,31832,999,34,0
1,74,1,33,0,1,1,50012,26,247,0
1,51,1,29,1,1,0,38106,26,226,0
1,53,1,50,1,1,0,35297,999,285,0
1,39,1,23,1,1,0,38430,124,269,0
0,25,1,28,1,0,0,70384,152,174,0
0,40,1,28,0,1,1,43360,26,198,1
0,25,1,15,0,0,0,24535,152,238,0
1,24,1,13,1,0,0,29290,152,202,0
0,33,1,28,1,1,0,44555,26,248,0
1,26,1,36,1,0,0,34942,152,210,0
0,32,1,28,1,0,0,45018,152,25,0
1,51,1,41,0,2,1,37200,124,10,0
1,55,1,24,0,1,1,30637,124,121,1
1,40,1,28,0,1,1,57495,26,285,0
1,51,1,28,0,1,1,43179,26,116,0
1,41,1,28,0,1,1,45877,26,263,0
0,25,1,8,1,0,0,48534,152,35,0
1,44,1,28,0,1,1,62727,26,250,0
1,50,1,18,0,1,1,32344,26,123,0
1,25,1,41,1,0,0,34104,152,166,0
0,21,1,45,0,0,1,32445,160,289,0
1,65,1,25,1,1,0,21082,152,166,0
0,24,1,37,0,0,0,2630,26,100,0
0,67,1,28,0,1,1,45168,999,280,0
0,23,1,50,1,0,0,35672,152,152,0
1,33,1,8,0,1,1,37006,124,61,1
0,23,1,28,1,0,1,38721,152,187,0
1,63,1,14,1,1,0,37838,26,10,0
1,40,1,12,0,1,1,2630,124,218,0
1,28,1,3,1,0,0,28656,152,69,0
0,27,1,8,1,0,0,27905,152,49,0
0,40,1,28,0,1,1,40252,124,17,0
0,25,1,29,1,0,0,25489,152,287,0
0,52,1,41,0,1,1,29121,999,120,1
0,32,1,41,0,1,1,2630,157,139,1
1,23,1,50,1,0,0,39228,152,161,0
1,76,1,8,1,1,0,72963,124,287,0
0,28,1,30,1,0,0,22903,152,69,0
1,21,1,8,1,0,0,43332,160,95,0
1,32,1,17,0,0,1,36920,124,116,0
1,20,1,3,0,0,1,34735,160,189,0
0,20,1,8,1,0,0,33677,160,91,0
0,30,1,8,0,1,1,43633,124,70,1
1,43,1,28,0,1,0,27377,124,34,0
1,63,1,41,0,2,1,37240,26,210,0
0,21,1,4,0,0,1,39752,152,26,0
1,25,1,3,1,0,0,23176,152,140,0
0,21,1,30,1,0,0,23472,160,14,0
0,71,1,28,0,1,1,47797,157,77,0
0,24,1,37,1,0,0,30634,152,254,0
0,23,1,8,1,0,0,39086,152,237,0
1,67,1,28,1,1,0,2630,26,201,0
1,69,1,28,0,2,1,37959,26,119,0
1,40,1,41,0,1,1,41197,124,114,0
0,26,1,21,1,0,0,27780,26,287,0
1,76,1,28,0,2,1,35478,124,60,1
0,23,1,37,1,0,0,32193,152,36,0
0,30,1,33,1,0,0,28304,152,266,0
0,23,1,28,1,0,0,43763,152,206,0
0,24,1,28,0,0,1,54736,152,265,0
0,22,1,45,1,0,0,20607,152,208,0
1,24,1,46,1,0,0,24432,152,178,0
1,42,1,46,0,1,1,26720,154,279,1
0,68,1,3,1,1,0,31284,26,96,0
0,29,1,28,1,0,0,41168,152,216,0
0,22,1,46,1,0,0,35603,26,148,0
1,33,1,46,0,2,1,2630,156,251,0
1,21,1,30,0,0,1,43857,152,228,1
1,27,1,31,0,0,0,2630,152,103,0
1,71,1,28,0,1,1,53392,999,165,0
1,62,1,8,0,1,1,30577,26,133,1
0,48,1,28,0,1,1,39008,26,260,0
0,52,1,28,0,1,1,44365,122,169,0
1,52,1,20,0,1,1,2630,26,292,0
0,49,1,10,1,1,0,2630,160,231,0
0,30,1,3,1,0,0,15410,152,232,0
0,28,1,6,1,0,0,24781,152,171,0
0,21,1,15,0,0,0,2630,160,53,0
0,53,1,36,1,1,0,32367,26,133,0
1,44,1,28,0,1,1,46409,26,260,1
1,23,1,15,1,0,0,34246,152,90,0
0,20,1,36,0,0,0,2630,160,146,0
1,46,1,28,0,1,1,35578,157,182,0
1,29,1,28,1,0,0,55623,152,250,0
0,25,1,28,1,0,1,2630,156,295,0
1,40,1,28,0,1,1,35929,124,224,1
1,64,1,28,0,1,1,35471,999,29,0
0,29,1,14,1,0,0,2630,152,239,0
1,49,1,28,0,1,1,32544,124,14,0
0,26,1,15,1,0,0,27965,152,99,0
0,21,1,28,0,1,1,30880,154,289,0
0,33,1,28,0,1,1,55929,122,149,1
1,45,1,47,0,1,1,36056,124,137,1
0,41,1,28,0,1,1,28355,999,39,1
0,23,1,32,0,0,1,2630,152,16,0
0,40,1,28,0,1,1,39502,152,145,0
0,23,1,28,1,0,1,30399,152,205,0
0,68,1,28,0,1,1,42383,124,33,0
0,39,1,7,1,1,0,2630,26,100,0
1,38,1,14,0,1,1,26107,124,76,0
1,24,1,3,1,0,0,29093,160,227,0
0,37,1,28,0,1,1,61011,124,98,1
1,28,1,28,1,0,0,72963,152,293,0
1,22,1,45,0,0,1,37452,160,228,0
1,23,1,15,1,0,0,39377,152,180,0
1,41,1,7,0,1,0,72963,124,116,0
1,29,1,41,1,0,0,35253,152,23,0
1,48,1,29,0,1,1,24720,26,96,0
1,58,1,35,0,2,1,38331,124,268,0
0,41,1,28,0,1,1,35124,124,221,1
1,71,1,28,1,1,1,50784,26,108,0
0,21,1,46,1,0,0,25493,160,206,0
0,23,1,15,1,0,0,43696,152,153,0
0,24,1,47,0,0,0,29803,152,177,0
0,25,1,28,0,0,0,47551,152,33,0
1,44,1,15,1,1,0,21209,26,131,0
0,21,1,45,1,0,0,25900,152,182,0
0,42,1,28,0,1,1,24756,124,204,1
1,26,1,18,0,0,1,27634,152,11,0
0,47,1,46,0,1,1,37246,124,64,0
0,25,1,18,1,0,0,33361,152,24,0
1,23,1,8,1,0,0,46451,152,73,0
0,24,1,11,1,0,0,30877,152,271,0
0,25,1,29,1,0,0,30939,152,237,0
0,25,1,10,0,0,0,23367,152,289,0
1,21,1,49,0,0,1,31320,152,79,0
1,50,1,35,0,1,1,39548,999,222,0
0,70,1,8,0,1,1,2630,124,125,1
0,55,1,28,0,1,1,51224,26,194,0
0,48,1,41,0,1,1,29817,124,70,1
1,64,0,8,0,1,1,60457,999,137,0
1,46,1,28,0,2,1,58897,26,114,0
1,24,1,41,1,0,0,34827,152,94,0
1,59,1,28,0,1,1,25514,156,94,0
1,46,1,13,0,2,1,29179,124,193,0
1,45,1,33,0,1,1,31320,124,269,0
0,38,1,12,0,1,1,28064,26,245,0
0,24,1,28,0,0,1,30431,152,215,0
1,47,1,25,0,1,1,23930,999,299,0
0,21,1,36,1,0,0,34855,160,274,0
0,23,1,24,1,0,0,33362,152,267,0
0,33,1,18,0,1,1,2630,156,170,0
1,22,1,46,1,0,0,26487,152,197,0
0,33,1,18,0,0,1,27924,124,84,1
1,46,1,32,1,1,0,30661,26,248,0
0,42,1,28,0,1,1,41048,26,101,0
0,68,1,11,0,1,1,33167,124,172,1
0,25,1,29,0,0,1,27275,124,72,1
1,44,1,28,0,1,1,2630,999,92,1
1,22,1,4,1,0,0,32122,152,130,0
1,37,1,28,1,1,0,49311,999,91,0
1,39,1,19,1,0,0,2630,999,32,0
0,63,1,28,0,1,1,42716,26,72,0
1,24,1,25,0,0,1,22912,152,151,0
0,26,1,28,1,0,0,37964,152,178,0
1,42,1,35,0,1,1,72963,26,12,0
0,22,1,50,1,0,0,69124,152,283,0
0,21,1,27,0,0,0,22262,160,273,0
0,23,1,10,1,0,0,15856,152,13,0
0,24,1,15,1,0,0,72963,152,51,0
0,44,1,28,0,1,1,2630,124,35,0
0,26,1,2,0,0,1,18906,152,132,0
1,51,1,39,0,1,1,28619,26,264,0
1,67,1,28,0,1,1,2630,124,294,1
1,57,1,28,0,1,1,33437,26,44,0
1,37,1,33,0,1,1,23845,26,20,0
1,23,1,47,0,0,1,24284,152,201,0
1,63,1,28,0,2,1,2630,26,127,1
1,28,1,30,1,0,0,38579,152,291,0
0,47,1,8,0,1,1,33779,124,258,0
1,36,1,15,0,1,1,32026,154,260,1
1,42,1,28,0,1,1,32462,26,44,0
1,28,1,24,0,0,1,26194,154,65,0
1,50,1,28,0,1,1,37056,26,98,1
0,47,1,28,0,2,1,69533,26,79,1
0,31,1,11,0,0,1,26199,999,148,0
1,31,1,50,0,0,0,48421,152,141,0
1,21,1,30,0,0,1,23779,163,217,0
1,41,1,28,0,1,1,37011,124,109,1
0,34,1,26,1,1,0,32406,160,256,0
1,25,1,32,1,0,1,31899,152,164,0
0,25,1,3,0,0,1,21068,152,168,0
0,24,1,43,1,0,0,21385,152,194,0
0,39,1,48,0,1,1,2630,124,79,0
0,62,1,28,0,1,1,52778,999,211,0
1,51,1,28,0,1,1,47659,124,272,0
0,20,1,34,0,0,1,32559,160,49,0
1,79,1,28,0,2,1,60402,122,159,1
