,detail_id,order_id,dishes_id,logicprn_name,parent_class_name,dishes_name,itemis_add,counts,amounts,cost,place_order_time,discount_amt,discount_reason,kick_back,add_inprice,add_info,bar_code,picture_file,emp_id
1004,7818,872,609981,,,桂圆枸杞鸽子汤,0,1,48,,2016-08-06 13:48:06,,,,0,,,caipu/205001.jpg,1162
1005,7888,878,610008,,,五色糯米饭(七色),0,1,35,,2016-08-06 13:48:14,,,,0,,,caipu/601002.jpg,1453
1006,7676,855,609936,,,皮蛋瘦肉粥,0,1,16,,2016-08-06 13:48:20,,,,0,,,caipu/602002.jpg,1598
1007,7941,878,610010,,,白饭/小碗,0,1,1,,2016-08-06 13:48:25,,,,0,,,caipu/601004.jpg,1453
1008,7819,872,610031,,,糖醋蕃茄溜青花,0,1,33,,2016-08-06 13:50:05,,,,0,,,caipu/304005.jpg,1162
1009,7820,872,609949,,,意文柠檬汁 ,0,1,13,,2016-08-06 13:50:56,,,,0,,,caipu/404005.jpg,1162
1010,7821,872,610063,,,蒜香辣花甲,0,1,45,,2016-08-06 13:52:53,,,,0,,,caipu/104002.jpg,1162
1011,7822,872,610008,,,五色糯米饭(七色),0,1,35,,2016-08-06 13:56:33,,,,0,,,caipu/601002.jpg,1162
1012,7823,872,610035,,,黄尾袋鼠西拉子红葡萄酒,0,1,46,,2016-08-06 13:57:32,,,,0,,,caipu/402004.jpg,1162
1013,7825,872,610055,,,葡萄奶酥(超酥香的饼干),0,1,9,,2016-08-06 13:58:49,,,,0,,,caipu/501004.jpg,1162
1014,7824,872,610041,,,凉拌海带豆芽紫菜,0,1,35,,2016-08-06 13:58:50,,,,0,,,caipu/105005.jpg,1162
1015,7826,872,610010,,,白饭/小碗,0,1,1,,2016-08-06 13:59:30,,,,0,,,caipu/601004.jpg,1162
1016,7057,800,610050,,,番茄甘蓝,0,1,33,,2016-08-06 14:02:47,,,,0,,,caipu/301004.jpg,1159
1017,7058,800,609951,,,炝炒大白菜,0,1,29,,2016-08-06 14:03:04,,,,0,,,caipu/303002.jpg,1159
1018,7059,800,609955,,,红酒炖羊肉,0,1,108,,2016-08-06 14:04:29,,,,0,,,caipu/202001.jpg,1159
1019,7060,800,609953,,,凉拌菠菜,0,1,27,,2016-08-06 14:05:44,,,,0,,,caipu/303004.jpg,1159
1020,7827,872,609950,,,大蒜苋菜,0,1,30,,2016-08-06 14:05:52,,,,0,,,caipu/303001.jpg,1162
1021,7061,800,609954,,,凉拌蒜蓉西兰花,0,1,29,,2016-08-06 14:06:35,,,,0,,,caipu/304001.jpg,1159
1022,7062,800,609962,,,倒立蒸梭子蟹,0,1,169,,2016-08-06 14:09:31,,,,0,,,caipu/102002.jpg,1159
1023,7063,800,609970,,,麻辣小龙虾,0,1,99,,2016-08-06 14:10:44,,,,0,,,caipu/101006.jpg,1159
1024,7064,800,610040,,,海带结豆腐汤,0,1,30,,2016-08-06 14:11:38,,,,0,,,caipu/105004.jpg,1159
1025,7065,800,609956,,,孜然羊排,0,1,88,,2016-08-06 14:12:18,,,,0,,,caipu/202002.jpg,1159
1026,6522,750,609969,,,香辣腐乳炒虾,0,1,56,,2016-08-06 17:11:17,,,,0,,,caipu/101004.jpg,1459
1027,6523,750,609942,,,辣炒鱿鱼,0,1,58,,2016-08-06 17:11:36,,,,0,,,caipu/103003.jpg,1459
1028,6524,750,609930,,,豌豆薯仔猪骨汤,0,1,39,,2016-08-06 17:15:58,,,,0,,,caipu/203001.jpg,1459
1029,2370,1004,609955,,,红酒炖羊肉,0,1,108,,2016-08-06 17:16:03,,,,0,,,caipu/202001.jpg,1105
1030,2368,1004,609970,,,麻辣小龙虾,0,2,99,,2016-08-06 17:16:28,,,,0,,,caipu/101006.jpg,1105
1031,2376,1004,609956,,,孜然羊排,0,1,88,,2016-08-06 17:16:38,,,,0,,,caipu/202002.jpg,1105
1032,2374,1004,610043,,,肉丁茄子,0,1,39,,2016-08-06 17:16:45,,,,0,,,caipu/305002.jpg,1105
1033,2369,1004,609949,,,意文柠檬汁 ,0,1,13,,2016-08-06 17:16:52,,,,0,,,caipu/404005.jpg,1105
1034,3281,447,609970,,,麻辣小龙虾,0,1,99,,2016-08-06 17:16:56,,,,0,,,caipu/101006.jpg,1609
1035,2377,1004,610004,,,南瓜芝士包,0,1,10,,2016-08-06 17:17:18,,,,0,,,caipu/503003.jpg,1105
1036,2386,1004,610026,,,玉竹南北杏鸭腿汤,0,1,35,,2016-08-06 17:17:32,,,,0,,,caipu/204009.jpg,1105
1037,2398,1004,610062,,,蒜蓉生蚝,0,1,49,,2016-08-06 17:18:09,,,,0,,,caipu/104001.jpg,1105
1038,2393,1004,610031,,,糖醋蕃茄溜青花,0,1,33,,2016-08-06 17:18:23,,,,0,,,caipu/304005.jpg,1105
1039,2401,1004,609952,,,美妙绝伦之白莲花,0,1,29,,2016-08-06 17:18:24,,,,0,,,caipu/303003.jpg,1105
1040,2399,1004,609945,,,农夫山泉NFC果汁100%橙汁,0,1,6,,2016-08-06 17:18:34,,,,0,,,caipu/404001.jpg,1105
1041,6525,750,610010,,,白饭/小碗,0,2,1,,2016-08-06 17:18:43,,,,0,,,caipu/601004.jpg,1459
1042,2391,1004,610029,,,黄花菜炒木耳,0,1,35,,2016-08-06 17:18:59,,,,0,,,caipu/304003.jpg,1105
1043,2410,1004,609944,,,水煮鱼,0,1,65,,2016-08-06 17:19:21,,,,0,,,caipu/103005.jpg,1105
1044,2405,1004,609957,,,"蒙古烤羊腿


",0,1,48,,2016-08-06 17:19:38,,,,0,,,caipu/202003.jpg,1105
1045,2409,1004,610060,,,广式虾仁肠粉,0,1,18,,2016-08-06 17:19:56,,,,0,,,caipu/604004.jpg,1105
1046,2856,1038,610010,,,白饭/小碗,0,3,1,,2016-08-06 17:20:27,,,,0,,,caipu/601004.jpg,1139
1047,2854,1038,609970,,,麻辣小龙虾,0,1,99,,2016-08-06 17:20:32,,,,0,,,caipu/101006.jpg,1139
1048,2411,1004,609953,,,凉拌菠菜,0,1,27,,2016-08-06 17:20:43,,,,0,,,caipu/303004.jpg,1105
1049,3283,447,609957,,,"蒙古烤羊腿


",0,1,48,,2016-08-06 17:20:57,,,,0,,,caipu/202003.jpg,1609
1050,2858,1038,610051,,,凉拌萝卜丝,0,1,20,,2016-08-06 17:21:06,,,,0,,,caipu/301005.jpg,1139
1051,3285,447,610010,,,白饭/小碗,0,6,1,,2016-08-06 17:21:18,,,,0,,,caipu/601004.jpg,1609
1052,3286,447,609992,,,"番茄炖牛腩


",0,1,35,,2016-08-06 17:22:01,,,,0,,,caipu/201002.jpg,1609
1053,2862,1038,610014,,,金玉良缘,0,1,30,,2016-08-06 17:22:52,,,,0,,,caipu/302003.jpg,1139
1054,3287,447,610014,,,金玉良缘,0,1,30,,2016-08-06 17:23:11,,,,0,,,caipu/302003.jpg,1609
1055,2867,1038,609960,,,白胡椒胡萝卜羊肉汤,0,1,35,,2016-08-06 17:23:19,,,,0,,,caipu/202006.jpg,1139
1056,3289,447,610038,,,芝麻烤紫菜,0,1,25,,2016-08-06 17:24:29,,,,0,,,caipu/105002.jpg,1609
1057,3290,447,610063,,,蒜香辣花甲,0,1,45,,2016-08-06 17:24:41,,,,0,,,caipu/104002.jpg,1609
1058,3292,447,609956,,,孜然羊排,0,1,88,,2016-08-06 17:25:13,,,,0,,,caipu/202002.jpg,1609
1059,2875,1038,610033,,,"张裕葡萄酒张裕赤霞珠干红


",0,1,32,,2016-08-06 17:25:21,,,,0,,,caipu/402002.jpg,1139
1060,3291,447,609953,,,凉拌菠菜,0,1,27,,2016-08-06 17:25:24,,,,0,,,caipu/303004.jpg,1609
1061,4130,1149,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-06 17:25:41,,,,0,,,caipu/101001.jpg,1263
1062,3293,447,609943,,,剁椒鱼头,0,1,55,,2016-08-06 17:25:56,,,,0,,,caipu/103004.jpg,1609
1063,4129,1149,609967,,,香酥两吃大虾,0,1,89,,2016-08-06 17:25:56,,,,0,,,caipu/101002.jpg,1263
1064,4132,1149,609970,,,麻辣小龙虾,0,1,99,,2016-08-06 17:26:01,,,,0,,,caipu/101006.jpg,1263
1065,6526,750,609953,,,凉拌菠菜,0,1,27,,2016-08-06 17:26:02,,,,0,,,caipu/303004.jpg,1459
1066,2880,1038,610053,,,蛋挞,0,1,8,,2016-08-06 17:26:05,,,,0,,,caipu/501002.jpg,1139
1067,4131,1149,609969,,,香辣腐乳炒虾,0,1,56,,2016-08-06 17:26:24,,,,0,,,caipu/101004.jpg,1263
1068,2876,1038,609942,,,辣炒鱿鱼,0,1,58,,2016-08-06 17:26:31,,,,0,,,caipu/103003.jpg,1139
1069,5827,690,609965,,,葱姜炒蟹,0,1,109,,2016-08-06 17:27:04,,,,0,,,caipu/102005.jpg,1274
1070,4133,1149,609944,,,水煮鱼,0,1,65,,2016-08-06 17:27:04,,,,0,,,caipu/103005.jpg,1263
1071,2883,1038,609932,,,爆炒猪肝,0,1,68,,2016-08-06 17:27:11,,,,0,,,caipu/203003.jpg,1139
1072,3296,447,609933,,,自制猪肉脯,0,1,48,,2016-08-06 17:27:18,,,,0,,,caipu/203004.jpg,1609
1073,5826,690,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-06 17:27:25,,,,0,,,caipu/101001.jpg,1274
1074,4134,1149,610039,,,培根紫菜卷,0,1,30,,2016-08-06 17:27:34,,,,0,,,caipu/105003.jpg,1263
1075,3294,447,609971,,,大理石奶油蛋糕,0,1,13,,2016-08-06 17:27:36,,,,0,,,caipu/502001.jpg,1609
1076,6527,750,609991,,,"香烤牛排


",0,1,55,,2016-08-06 17:27:38,,,,0,,,caipu/201001.jpg,1459
1077,2892,1038,609961,,,姜葱炒花蟹,0,1,45,,2016-08-06 17:27:38,,,,0,,,caipu/102001.jpg,1139
1078,2897,1038,609956,,,孜然羊排,0,1,88,,2016-08-06 17:27:38,,,,0,,,caipu/202002.jpg,1139
1079,4137,1149,610046,,,青炒扁豆,0,1,28,,2016-08-06 17:27:40,,,,0,,,caipu/305005.jpg,1263
1080,4136,1149,610043,,,肉丁茄子,0,1,39,,2016-08-06 17:27:45,,,,0,,,caipu/305002.jpg,1263
1081,4135,1149,610030,,,番茄有机花菜,0,1,32,,2016-08-06 17:27:50,,,,0,,,caipu/304004.jpg,1263
1082,3298,447,609944,,,水煮鱼,0,1,65,,2016-08-06 17:28:25,,,,0,,,caipu/103005.jpg,1609
1083,4139,1149,609972,,,核桃葡萄干土司,0,1,19,,2016-08-06 17:28:32,,,,0,,,caipu/502002.jpg,1263
1084,4138,1149,609986,,,哈尔滨啤酒罐装,0,8,7,,2016-08-06 17:28:34,,,,0,,,caipu/403001.jpg,1263
1085,3297,447,609942,,,辣炒鱿鱼,0,1,58,,2016-08-06 17:28:50,,,,0,,,caipu/103003.jpg,1609
1086,5828,690,609941,,,清蒸海鱼,0,1,78,,2016-08-06 17:29:04,,,,0,,,caipu/103002.jpg,1274
1087,5829,690,609970,,,麻辣小龙虾,0,1,99,,2016-08-06 17:30:28,,,,0,,,caipu/101006.jpg,1274
1088,5830,690,609962,,,倒立蒸梭子蟹,0,1,169,,2016-08-06 17:31:31,,,,0,,,caipu/102002.jpg,1274
1089,5831,690,609955,,,红酒炖羊肉,0,1,108,,2016-08-06 17:31:54,,,,0,,,caipu/202001.jpg,1274
1090,5832,690,609996,,,牛尾汤,0,1,40,,2016-08-06 17:32:05,,,,0,,,caipu/201006.jpg,1274
1091,5833,690,610043,,,肉丁茄子,0,1,39,,2016-08-06 17:32:20,,,,0,,,caipu/305002.jpg,1274
1092,4141,1149,610060,,,广式虾仁肠粉,0,1,18,,2016-08-06 17:32:25,,,,0,,,caipu/604004.jpg,1263
1093,4143,1149,610061,,,牛肉鸡蛋肠粉,0,1,20,,2016-08-06 17:32:40,,,,0,,,caipu/604005.jpg,1263
1094,4140,1149,609973,,,紫薯面包卷,0,1,20,,2016-08-06 17:32:54,,,,0,,,caipu/502003.jpg,1263
1095,2662,1026,609946,,,谷稻小庄 ,0,1,38,,2016-08-06 17:33:05,,,,0,,,caipu/404002.jpg,1010
1096,2659,1026,609933,,,自制猪肉脯,0,1,48,,2016-08-06 17:33:08,,,,0,,,caipu/203004.jpg,1010
1097,2665,1026,609951,,,炝炒大白菜,0,1,29,,2016-08-06 17:33:08,,,,0,,,caipu/303002.jpg,1010
1098,5834,690,610022,,,杭椒鸡珍,0,1,58,,2016-08-06 17:33:32,,,,0,,,caipu/204005.jpg,1274
1099,2660,1026,609942,,,辣炒鱿鱼,0,1,58,,2016-08-06 17:33:36,,,,0,,,caipu/103003.jpg,1010
1100,2657,1026,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-06 17:33:41,,,,0,,,caipu/101001.jpg,1010
1101,2669,1026,609954,,,凉拌蒜蓉西兰花,0,1,29,,2016-08-06 17:34:27,,,,0,,,caipu/304001.jpg,1010
1102,2676,1026,609957,,,"蒙古烤羊腿


",0,1,48,,2016-08-06 17:34:27,,,,0,,,caipu/202003.jpg,1010
1103,2677,1026,609956,,,孜然羊排,0,1,88,,2016-08-06 17:34:40,,,,0,,,caipu/202002.jpg,1010
1104,4145,1149,610011,,,白饭/大碗,0,1,10,,2016-08-06 17:34:48,,,,0,,,caipu/601005.jpg,1263
1105,2693,1026,610002,,,老式面包,0,1,19,,2016-08-06 17:35:20,,,,0,,,caipu/503001.jpg,1010
1106,2683,1026,609983,,,干锅田鸡,0,1,88,,2016-08-06 17:35:21,,,,0,,,caipu/205003.jpg,1010
1107,2680,1026,609976,,,芹黄鳝丝,0,1,58,,2016-08-06 17:35:35,,,,0,,,caipu/106001.jpg,1010
1108,2700,1026,609982,,,"五香酱驴肉


",0,1,52,,2016-08-06 17:35:37,,,,0,,,caipu/205002.jpg,1010
1109,2681,1026,609981,,,桂圆枸杞鸽子汤,0,1,48,,2016-08-06 17:35:41,,,,0,,,caipu/205001.jpg,1010
1110,2687,1026,609992,,,"番茄炖牛腩


",0,1,35,,2016-08-06 17:35:41,,,,0,,,caipu/201002.jpg,1010
1111,5835,690,610030,,,番茄有机花菜,0,1,32,,2016-08-06 17:35:49,,,,0,,,caipu/304004.jpg,1274
1112,2709,1026,609961,,,姜葱炒花蟹,0,1,45,,2016-08-06 17:36:06,,,,0,,,caipu/102001.jpg,1010
1113,2481,1012,610039,,,培根紫菜卷,0,1,30,,2016-08-06 17:36:07,,,,0,,,caipu/105003.jpg,1106
1114,3835,500,609931,,,焖猪手,0,1,58,,2016-08-06 17:36:13,,,,0,,,caipu/203002.jpg,1409
1115,3832,500,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-06 17:36:43,,,,0,,,caipu/101001.jpg,1409
1116,2720,1026,610044,,,木须豌豆,0,1,32,,2016-08-06 17:36:49,,,,0,,,caipu/305003.jpg,1010
1117,3834,500,609933,,,自制猪肉脯,0,1,48,,2016-08-06 17:36:57,,,,0,,,caipu/203004.jpg,1409
1118,5836,690,610029,,,黄花菜炒木耳,0,1,35,,2016-08-06 17:36:59,,,,0,,,caipu/304003.jpg,1274
1119,3836,500,609934,,,芹菜炒腰花,0,1,18,,2016-08-06 17:37:05,,,,0,,,caipu/203005.jpg,1409
1120,3837,500,609930,,,豌豆薯仔猪骨汤,0,1,39,,2016-08-06 17:37:09,,,,0,,,caipu/203001.jpg,1409
1121,2468,1026,609953,,,凉拌菠菜,0,1,27,,2016-08-06 17:37:30,,,,0,,,caipu/303004.jpg,1010
1122,2731,1026,610043,,,肉丁茄子,0,1,39,,2016-08-06 17:37:42,,,,0,,,caipu/305002.jpg,1010
1123,3838,500,609932,,,爆炒猪肝,0,1,68,,2016-08-06 17:37:44,,,,0,,,caipu/203003.jpg,1409
1124,2735,1026,610014,,,金玉良缘,0,1,30,,2016-08-06 17:37:45,,,,0,,,caipu/302003.jpg,1010
1125,3840,500,609937,,,冰糖红豆薏米粥,0,1,15,,2016-08-06 17:37:46,,,,0,,,caipu/602003.jpg,1409
1126,3841,500,609941,,,清蒸海鱼,0,1,78,,2016-08-06 17:37:55,,,,0,,,caipu/103002.jpg,1409
1127,5837,690,609931,,,焖猪手,0,1,58,,2016-08-06 17:38:34,,,,0,,,caipu/203002.jpg,1274
1128,2469,1026,609954,,,凉拌蒜蓉西兰花,0,1,29,,2016-08-06 17:38:43,,,,0,,,caipu/304001.jpg,1010
1129,3844,500,609946,,,谷稻小庄 ,0,1,38,,2016-08-06 17:38:57,,,,0,,,caipu/404002.jpg,1409
1130,2470,1026,610010,,,白饭/小碗,0,2,1,,2016-08-06 17:39:22,,,,0,,,caipu/601004.jpg,1010
1131,3846,500,609952,,,美妙绝伦之白莲花,0,1,29,,2016-08-06 17:39:43,,,,0,,,caipu/303003.jpg,1409
1132,3845,500,609951,,,炝炒大白菜,0,1,29,,2016-08-06 17:39:47,,,,0,,,caipu/303002.jpg,1409
1133,3847,500,609953,,,凉拌菠菜,0,1,27,,2016-08-06 17:39:47,,,,0,,,caipu/303004.jpg,1409
1134,2471,1026,609947,,, 北冰洋汽水 ,0,2,5,,2016-08-06 17:40:04,,,,0,,,caipu/404003.jpg,1010
1135,3848,500,610008,,,五色糯米饭(七色),0,1,35,,2016-08-06 17:40:52,,,,0,,,caipu/601002.jpg,1409
1136,2513,1012,609949,,,意文柠檬汁 ,0,1,13,,2016-08-06 17:46:04,,,,0,,,caipu/404005.jpg,1106
1137,2497,1012,609934,,,芹菜炒腰花,0,1,18,,2016-08-06 17:46:15,,,,0,,,caipu/203005.jpg,1106
1138,2546,1012,610063,,,蒜香辣花甲,0,1,45,,2016-08-06 17:47:01,,,,0,,,caipu/104002.jpg,1106
1139,6239,1317,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-06 17:49:43,,,,0,,,caipu/101001.jpg,1153
1140,6240,1317,609962,,,倒立蒸梭子蟹,0,1,169,,2016-08-06 17:51:52,,,,0,,,caipu/102002.jpg,1153
1141,2552,1012,609941,,,清蒸海鱼,0,1,78,,2016-08-06 17:52:26,,,,0,,,caipu/103002.jpg,1106
1142,6241,1317,609941,,,清蒸海鱼,0,1,78,,2016-08-06 17:52:41,,,,0,,,caipu/103002.jpg,1153
1143,6242,1317,610062,,,蒜蓉生蚝,0,1,49,,2016-08-06 17:52:43,,,,0,,,caipu/104001.jpg,1153
1144,6244,1317,609977,,,快炒黄鳝,0,1,50,,2016-08-06 17:53:20,,,,0,,,caipu/106002.jpg,1153
1145,6243,1317,610039,,,培根紫菜卷,0,1,30,,2016-08-06 17:53:39,,,,0,,,caipu/105003.jpg,1153
1146,6245,1317,609992,,,"番茄炖牛腩


",0,1,35,,2016-08-06 17:54:58,,,,0,,,caipu/201002.jpg,1153
1147,3413,1002,609960,,,白胡椒胡萝卜羊肉汤,0,1,35,,2016-08-06 17:55:37,,,,0,,,caipu/202006.jpg,1145
1148,2569,1012,610011,,,白饭/大碗,0,1,10,,2016-08-06 17:55:47,,,,0,,,caipu/601005.jpg,1106
1149,3408,1002,609994,,,"独家薄荷鲜虾牛肉卷


",0,1,45,,2016-08-06 17:55:56,,,,0,,,caipu/201004.jpg,1145
1150,3420,1002,609931,,,焖猪手,0,1,58,,2016-08-06 17:55:57,,,,0,,,caipu/203002.jpg,1145
1151,6246,1317,609956,,,孜然羊排,0,1,88,,2016-08-06 17:56:39,,,,0,,,caipu/202002.jpg,1153
1152,6247,1317,609932,,,爆炒猪肝,0,1,68,,2016-08-06 17:57:02,,,,0,,,caipu/203003.jpg,1153
1153,6248,1317,610019,,,白斩鸡,0,1,88,,2016-08-06 17:58:11,,,,0,,,caipu/204002.jpg,1153
1154,6249,1317,610024,,,"红酒土豆烧鸭腿


",0,1,48,,2016-08-06 17:59:53,,,,0,,,caipu/204007.jpg,1153
1155,6250,1317,610049,,,爆炒双丝,0,1,35,,2016-08-06 18:00:25,,,,0,,,caipu/301003.jpg,1153
1156,6251,1317,610015,,,葱油凉拌藕片,0,1,30,,2016-08-06 18:00:33,,,,0,,,caipu/302004.jpg,1153
1157,3681,484,609961,,,姜葱炒花蟹,0,1,45,,2016-08-06 18:01:04,,,,0,,,caipu/102001.jpg,1454
1158,4668,584,609969,,,香辣腐乳炒虾,0,1,56,,2016-08-06 18:02:09,,,,0,,,caipu/101004.jpg,1487
1159,3683,484,610066,,,辣炒田螺,0,1,35,,2016-08-06 18:02:19,,,,0,,,caipu/104005.jpg,1454
1160,3423,1002,610014,,,金玉良缘,0,1,30,,2016-08-06 18:02:45,,,,0,,,caipu/302003.jpg,1145
1161,4671,584,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-06 18:03:10,,,,0,,,caipu/101001.jpg,1487
1162,4673,584,609961,,,姜葱炒花蟹,0,1,45,,2016-08-06 18:03:17,,,,0,,,caipu/102001.jpg,1487
1163,3687,484,609959,,,"小炒羊腰


",0,1,36,,2016-08-06 18:03:20,,,,0,,,caipu/202005.jpg,1454
1164,3689,484,609952,,,美妙绝伦之白莲花,0,1,29,,2016-08-06 18:03:33,,,,0,,,caipu/303003.jpg,1454
1165,4676,584,610027,,,清炒菊花菜,0,1,30,,2016-08-06 18:03:41,,,,0,,,caipu/304001.jpg,1487
1166,3425,1002,609953,,,凉拌菠菜,0,1,27,,2016-08-06 18:03:52,,,,0,,,caipu/303004.jpg,1145
1167,4669,584,609933,,,自制猪肉脯,0,1,48,,2016-08-06 18:03:56,,,,0,,,caipu/203004.jpg,1487
1168,4681,584,610064,,,花蛤蒸蛋,0,1,37,,2016-08-06 18:04:13,,,,0,,,caipu/104003.jpg,1487
1169,4683,584,610067,,,冰镇花螺,0,1,35,,2016-08-06 18:04:14,,,,0,,,caipu/104006.jpg,1487
1170,6252,1317,609950,,,大蒜苋菜,0,1,30,,2016-08-06 18:04:19,,,,0,,,caipu/303001.jpg,1153
1171,4682,584,610019,,,白斩鸡,0,1,88,,2016-08-06 18:04:23,,,,0,,,caipu/204002.jpg,1487
1172,4680,584,610020,,,"泡椒凤爪


",0,1,58,,2016-08-06 18:04:44,,,,0,,,caipu/204003.jpg,1487
1173,4724,584,609993,,,百里香奶油烤红酒牛肉,0,1,178,,2016-08-06 18:05:05,,,,0,,,caipu/111.jpg,1487
1174,3693,484,610019,,,白斩鸡,0,1,88,,2016-08-06 18:05:10,,,,0,,,caipu/204002.jpg,1454
1175,4727,584,609957,,,"蒙古烤羊腿


",0,1,48,,2016-08-06 18:05:16,,,,0,,,caipu/202003.jpg,1487
1176,4713,584,609931,,,焖猪手,0,1,58,,2016-08-06 18:05:22,,,,0,,,caipu/203002.jpg,1487
1177,4709,584,609953,,,凉拌菠菜,0,1,27,,2016-08-06 18:05:28,,,,0,,,caipu/303004.jpg,1487
1178,4699,584,609949,,,意文柠檬汁 ,0,1,13,,2016-08-06 18:05:34,,,,0,,,caipu/404005.jpg,1487
1179,4686,584,610021,,,爆炒鸡翅,0,1,56,,2016-08-06 18:05:39,,,,0,,,caipu/204004.jpg,1487
1180,4703,584,609946,,,谷稻小庄 ,0,1,38,,2016-08-06 18:05:39,,,,0,,,caipu/404002.jpg,1487
1181,4690,584,610018,,,"照烧鸡腿


",0,1,16,,2016-08-06 18:05:57,,,,0,,,caipu/204001.jpg,1487
1182,4719,584,609994,,,"独家薄荷鲜虾牛肉卷


",0,1,45,,2016-08-06 18:05:57,,,,0,,,caipu/201004.jpg,1487
1183,4721,584,609992,,,"番茄炖牛腩


",0,1,35,,2016-08-06 18:05:57,,,,0,,,caipu/201002.jpg,1487
1184,3428,1002,610011,,,白饭/大碗,0,1,10,,2016-08-06 18:06:17,,,,0,,,caipu/601005.jpg,1145
1185,6253,1317,610032,,,长城窖酿解百纳红酒干红葡萄酒,0,1,35,,2016-08-06 18:06:23,,,,0,,,caipu/401001.jpg,1153
1186,4729,584,610008,,,五色糯米饭(七色),0,2,35,,2016-08-06 18:06:59,,,,0,,,caipu/601002.jpg,1487
1187,6254,1317,610072,,,53度茅台,0,1,128,,2016-08-06 18:07:14,,,,0,,,caipu/401005.jpg,1153
1188,6255,1317,610008,,,五色糯米饭(七色),0,1,35,,2016-08-06 18:07:21,,,,0,,,caipu/601002.jpg,1153
1189,3432,1002,609974,,,南瓜枸杞小饼干,0,1,19,,2016-08-06 18:07:33,,,,0,,,caipu/502004.jpg,1145
1190,3694,484,609947,,, 北冰洋汽水 ,0,1,5,,2016-08-06 18:08:04,,,,0,,,caipu/404003.jpg,1454
1191,6256,1317,610007,,,桂圆肉红豆八宝饭,0,1,39,,2016-08-06 18:08:31,,,,0,,,caipu/601001.jpg,1153
1192,3696,484,609948,,,露露无糖杏仁露,0,1,7,,2016-08-06 18:08:42,,,,0,,,caipu/404004.jpg,1454
1193,3699,484,610011,,,白饭/大碗,0,1,10,,2016-08-06 18:10:56,,,,0,,,caipu/601005.jpg,1454
1194,3710,484,609943,,,剁椒鱼头,0,1,55,,2016-08-06 18:12:17,,,,0,,,caipu/103004.jpg,1454
1195,3707,484,609982,,,"五香酱驴肉


",0,1,52,,2016-08-06 18:12:39,,,,0,,,caipu/205002.jpg,1454
1196,3714,484,610023,,,啤酒鸭,0,1,48,,2016-08-06 18:14:27,,,,0,,,caipu/204006.jpg,1454
1197,3717,484,610025,,,番茄蛋汤,0,1,25,,2016-08-06 18:14:40,,,,0,,,caipu/204008.jpg,1454
1198,2566,1021,609969,,,香辣腐乳炒虾,0,1,56,,2016-08-06 18:15:11,,,,0,,,caipu/101004.jpg,1116
1199,2568,1021,609936,,,皮蛋瘦肉粥,0,1,16,,2016-08-06 18:16:08,,,,0,,,caipu/602002.jpg,1116
1200,5968,1298,609970,,,麻辣小龙虾,0,1,99,,2016-08-06 18:16:40,,,,0,,,caipu/101006.jpg,1244
1201,2572,1021,609962,,,倒立蒸梭子蟹,0,1,169,,2016-08-06 18:16:48,,,,0,,,caipu/102002.jpg,1116
1202,5969,1298,610065,,,辣炒花蛤,0,1,35,,2016-08-06 18:17:05,,,,0,,,caipu/104004.jpg,1244
1203,2577,1021,609957,,,"蒙古烤羊腿


",0,1,48,,2016-08-06 18:17:24,,,,0,,,caipu/202003.jpg,1116
1204,5971,1298,609953,,,凉拌菠菜,0,1,27,,2016-08-06 18:19:04,,,,0,,,caipu/303004.jpg,1244
1205,2586,1021,609984,,,重庆特色油烧兔,0,1,69,,2016-08-06 18:20:19,,,,0,,,caipu/205004.jpg,1116
1206,2580,1021,609959,,,"小炒羊腰


",0,1,36,,2016-08-06 18:20:25,,,,0,,,caipu/202005.jpg,1116
1207,2588,1021,609956,,,孜然羊排,0,1,88,,2016-08-06 18:20:33,,,,0,,,caipu/202002.jpg,1116
1208,5972,1298,609950,,,大蒜苋菜,0,1,30,,2016-08-06 18:20:49,,,,0,,,caipu/303001.jpg,1244
1209,2599,1021,610030,,,番茄有机花菜,0,1,32,,2016-08-06 18:21:15,,,,0,,,caipu/304004.jpg,1116
1210,2597,1021,609953,,,凉拌菠菜,0,1,27,,2016-08-06 18:21:30,,,,0,,,caipu/303004.jpg,1116
1211,2591,1021,610036,,,路易拉菲红酒干红,0,1,158,,2016-08-06 18:21:51,,,,0,,,caipu/402005.jpg,1116
1212,2602,1021,610046,,,青炒扁豆,0,1,28,,2016-08-06 18:22:01,,,,0,,,caipu/305005.jpg,1116
1213,2614,1021,610053,,,蛋挞,0,1,8,,2016-08-06 18:22:04,,,,0,,,caipu/501002.jpg,1116
1214,2619,1021,609952,,,美妙绝伦之白莲花,0,1,29,,2016-08-06 18:22:19,,,,0,,,caipu/303003.jpg,1116
1215,5973,1298,610031,,,糖醋蕃茄溜青花,0,1,33,,2016-08-06 18:22:37,,,,0,,,caipu/304005.jpg,1244
1216,4422,1173,609966,,,芝士烩波士顿龙虾,0,1,175,,2016-08-06 18:23:30,,,,0,,,caipu/101001.jpg,1016
